session,budget_year,party,expenditure_area,expenditure_area_name,amount_msek,deviation_msek,budget_share_pct,speech_keyword_occurrences,speech_attention_pct,attention_minus_budget_pp,alignment_correlation,source_url
2025/26,2026,S,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",2821,685,0.1769,1,1.2346,1.0577,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,19,Regional utveckling,4309,120,0.2702,0,0.0,-0.2702,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,20,"Klimat, miljö och natur",18527,1135,1.1618,0,0.0,-1.1618,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,21,Energi,8595,100,0.539,2,2.4691,1.9301,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,22,Kommunikationer,122621,1725,7.6891,0,0.0,-7.6891,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,23,"Areella näringar, landsbygd och livsmedel",20123,100,1.2618,0,0.0,-1.2618,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,24,Näringsliv,9679,450,0.6069,20,24.6914,24.0845,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,25,Allmänna bidrag till kommuner,186268,2730,11.6801,6,7.4074,-4.2727,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,26,Statsskuldsräntor m.m.,42655,0,2.6747,0,0.0,-2.6747,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,27,Avgiften till Europeiska unionen,62097,0,3.8939,0,0.0,-3.8939,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,1,Rikets styrelse,21430,99,1.3107,2,2.6316,1.3209,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,2,Samhällsekonomi och finansförvaltning,22611,0,1.3829,0,0.0,-1.3829,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,3,"Skatt, tull och exekution",16170,30,0.989,0,0.0,-0.989,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,4,Rättsväsendet,108376,375,6.6285,0,0.0,-6.6285,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,5,Internationell samverkan,2376,50,0.1453,0,0.0,-0.1453,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,6,Försvar och samhällets krisberedskap,207201,0,12.6728,5,6.5789,-6.0939,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,7,Internationellt bistånd,52072,8000,3.1848,0,0.0,-3.1848,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,8,Migration,11577,-1516,0.7081,0,0.0,-0.7081,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,9,"Hälsovård, sjukvård och social omsorg",122781,4550,7.5095,16,21.0526,13.5431,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,129677,5411,7.9313,3,3.9474,-3.9839,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,11,Ekonomisk trygghet vid ålderdom,56941,0,3.4826,3,3.9474,0.4648,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,12,Ekonomisk trygghet för familjer och barn,119267,11600,7.2946,1,1.3158,-5.9788,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,13,Integration och jämställdhet,3124,626,0.1911,0,0.0,-0.1911,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,14,Arbetsmarknad och arbetsliv,94114,6591,5.7562,2,2.6316,-3.1246,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,15,Studiestöd,37363,340,2.2852,0,0.0,-2.2852,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,16,Utbildning och universitetsforskning,111250,4445,6.8042,4,5.2632,-1.541,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,17,"Kultur, medier, trossamfund och fritid",19205,2440,1.1746,0,0.0,-1.1746,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",7351,5215,0.4496,10,13.1579,12.7083,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,19,Regional utveckling,4259,70,0.2605,0,0.0,-0.2605,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,20,"Klimat, miljö och natur",27504,10112,1.6822,0,0.0,-1.6822,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,21,Energi,8354,-141,0.5109,3,3.9474,3.4365,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,22,Kommunikationer,124365,3469,7.6064,5,6.5789,-1.0275,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,23,"Areella näringar, landsbygd och livsmedel",22771,2748,1.3927,0,0.0,-1.3927,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,24,Näringsliv,9849,620,0.6024,6,7.8947,7.2923,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,25,Allmänna bidrag till kommuner,190268,6730,11.6371,13,17.1053,5.4682,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,26,Statsskuldsräntor m.m.,42655,0,2.6089,3,3.9474,1.3385,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,V,27,Avgiften till Europeiska unionen,62097,0,3.798,0,0.0,-3.798,0.4855,https://data.riksdagen.se/dokument/HD01FiU1.html
